tävling,datum,typ,vikt,böj,bänk,mark,total,poäng,namn,förening,distrikt,kön,år,viktklass,elit
Div 3 herr SL klassisk,2020-02-01,KSL,99.5,222.5,152.5,250.0,625.0,381.14,Hannes Aldebert,Växjö AK,Sydöstra SDF,M,2020.0,105,False
Div 4 herr KL SL,2019-05-05,KSL,102.9,220.0,147.5,240.0,607.5,365.67,Hannes Aldebert,Växjö AK,Sydöstra SDF,M,2019.0,105,False
Div 1 dam SL klassisk,2020-02-02,KSL,54.85,120.0,75.0,142.5,337.5,403.61,Lina Stensson,Malmö Lyftarklubb,Sydsvenska SDF,F,2020.0,57,False
Div 1 dam KL SL,2019-09-15,KSL,54.3,120.0,65.0,140.0,325.0,391.74,Lina Stensson,Malmö Lyftarklubb,Sydsvenska SDF,F,2019.0,57,False
DM Klassisk Bänkpress SSSF,2019-09-07,KBP,54.65,0.0,67.5,0.0,67.5,80.95,Lina Stensson,Malmö Lyftarklubb,Sydsvenska SDF,F,2019.0,57,False
Div 1 dam KL SL,2019-05-05,KSL,54.39,120.0,62.5,135.0,317.5,382.21,Lina Stensson,Malmö Lyftarklubb,Sydsvenska SDF,F,2019.0,57,False
Div 1 dam KL SL,2019-05-05,KSL,60.4,75.0,55.0,110.0,240.0,266.2,Marie Rudborn Doggart,Malmö Lyftarklubb,Sydsvenska SDF,F,2019.0,63,False
Veteranserien herr KL SL,2019-09-15,KSL,76.6,75.0,80.0,148.0,303.0,212.8,Christer Nilsson,Malmö Lyftarklubb,Sydsvenska SDF,M,2019.0,83,False
Veteranserien herr KL SL,2019-05-09,KSL,76.7,65.0,82.5,140.0,287.5,201.74,Christer Nilsson,Malmö Lyftarklubb,Sydsvenska SDF,M,2019.0,83,False
Div 1 herr KL SL,2019-05-05,KSL,87.65,200.0,145.0,210.0,555.0,359.24,Jonas Schymberg,Föreningen Pure Power,Västra Götaland SDF,M,2019.0,93,False
Div 1 herr KL SL,2019-05-05,KSL,97.8,165.0,125.0,200.0,490.0,300.95,Jonathan Wallin,Föreningen Pure Power,Västra Götaland SDF,M,2019.0,105,False
Elitserien herr SL klassisk,2020-09-05,KSL,91.25,200.0,120.0,215.0,535.0,339.19,Martin Hallberg,Sundbybergs TK,Östra Svealands SDF,M,2020.0,93,False
Elitserien herr KL SL,2019-05-05,KSL,92.15,190.0,0.0,210.0,400.0,252.38,Martin Hallberg,Sundbybergs TK,Östra Svealands SDF,M,2019.0,93,False
"DM Styrkelyft klassisk U,J,S ÖSSF",2021-10-09,KSL,112.5,260.0,167.5,290.0,717.5,419.44,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2021.0,120,False
Enbart ranking herr SL klassisk,2021-09-11,KSL,110.6,257.5,162.5,280.0,700.0,411.26,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2021.0,120,False
Allsvenskan herr SL klassisk,2020-09-05,KSL,109.45,242.5,162.5,275.0,680.0,400.8,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2020.0,120,False
Allsvenskan herr SL klassisk,2020-02-02,KSL,106.1,242.5,155.0,270.0,667.5,397.43,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2020.0,120,False
Allsvenskan herr KL SL,2019-11-17,KSL,102.93,230.0,150.0,270.0,650.0,391.21,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2019.0,105,False
Allsvenskan herr KL SL,2019-09-15,KSL,102.2,235.0,147.5,280.0,662.5,399.8,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2019.0,105,False
Allsvenskan herr KL SL,2019-05-05,KSL,102.9,220.0,145.0,270.0,635.0,382.22,Andreas Mårtensson,Järfälla AK,Östra Svealands SDF,M,2019.0,105,False
Allsvenskan herr SL klassisk,2020-02-02,KSL,103.5,230.0,170.0,270.0,670.0,402.43,Thorsten  Schugk,Järfälla AK,Östra Svealands SDF,M,2020.0,105,False
Allsvenskan herr KL SL,2019-09-15,KSL,102.1,222.5,157.5,245.0,625.0,377.3,Thorsten  Schugk,Järfälla AK,Östra Svealands SDF,M,2019.0,105,False
Allsvenskan herr KL SL,2019-05-05,KSL,100.85,220.0,160.0,250.0,630.0,382.13,Thorsten  Schugk,Järfälla AK,Östra Svealands SDF,M,2019.0,105,False
Elitserien dam BP klassisk,2020-09-19,KBP,70.35,0.0,92.5,0.0,92.5,91.71,Filippa Gemryd,Linköpings AK,Sydöstra SDF,F,2020.0,76,False
Junior SM Klassisk Styrkelyft,2020-02-14,KSL,70.68,130.0,87.5,155.0,372.5,368.13,Filippa Gemryd,Linköpings AK,Sydöstra SDF,F,2020.0,76,True
DM Klassisk Styrkelyft SÖSF,2019-11-09,KSL,71.65,130.0,85.0,155.0,370.0,362.31,Filippa Gemryd,Linköpings AK,Sydöstra SDF,F,2019.0,76,False
Allsvenskan dam KL BP,2019-09-14,KBP,71.25,0.0,85.0,0.0,85.0,83.55,Filippa Gemryd,Linköpings AK,Sydöstra SDF,F,2019.0,76,False
Div 1 dam KL SL,2019-05-11,KSL,70.75,117.5,82.5,155.0,355.0,350.6,Filippa Gemryd,Linköpings AK,Sydöstra SDF,F,2019.0,76,False
Enbart ranking herr SL klassisk,2020-02-01,KSL,73.05,185.0,122.5,205.0,512.5,372.07,Gustaf  Åström,Skellefteå AK,Norra Norrlands SDF,M,2020.0,74,False
Enbart ranking herr KL SL,2019-05-19,KSL,72.06,177.5,115.0,190.0,482.5,353.8,Gustaf  Åström,Skellefteå AK,Norra Norrlands SDF,M,2019.0,74,False
Ungdoms SM Klassisk Styrkelyft,2020-02-14,KSL,72.05,150.0,87.5,162.5,400.0,293.33,David Stål,Bollnäs SK,Södra Norrlands SDF,M,2020.0,74,True
Div 1 herr KL SL,2019-11-16,KSL,72.15,140.0,85.0,155.0,380.0,278.38,David Stål,Bollnäs SK,Södra Norrlands SDF,M,2019.0,74,False
DM Klassisk Styrkelyft SNSF,2019-09-14,KSL,68.7,0.0,77.5,145.0,222.5,169.17,David Stål,Bollnäs SK,Södra Norrlands SDF,M,2019.0,74,False
Div 1 herr KL SL,2019-05-11,KSL,68.8,115.0,67.5,140.0,322.5,244.93,David Stål,Bollnäs SK,Södra Norrlands SDF,M,2019.0,74,False
Div 4 herr KL SL,2019-05-05,KSL,82.68,120.0,75.0,165.0,360.0,240.85,Andreas Berggren,Falköpings TK,Västra Götaland SDF,M,2019.0,83,False
DM Bänkpress utrustat VGSF,2021-10-22,BP,90.35,,135.0,,,86.01,Johan Kåvestam,Falköpings TK,Västra Götaland SDF,M,2021.0,93,False
DM styrkelyft utrustat VGSF,2021-09-11,SL,93.05,125.0,125.0,140.0,390.0,244.93,Johan Kåvestam,Falköpings TK,Västra Götaland SDF,M,2021.0,105,False
DM Bänkpress Klassisk VGSF,2020-09-19,KBP,93.55,0.0,102.5,0.0,102.5,64.21,Johan Kåvestam,Falköpings TK,Västra Götaland SDF,M,2020.0,105,False
Elitserien herr BP utrustat,2020-02-01,BP,93.38,,120.0,,,75.24,Johan Kåvestam,Falköpings TK,Västra Götaland SDF,M,2020.0,105,False
Enbart ranking herr BP,2019-09-15,BP,96.9,,135.0,,,83.24,Johan Kåvestam,Falköpings TK,Västra Götaland SDF,M,2019.0,105,False
Div 2 herr KL BP,2019-05-05,KBP,93.14,0.0,95.0,0.0,95.0,59.64,Johan Kåvestam,Falköpings TK,Västra Götaland SDF,M,2019.0,105,False
Juniorserien herr BP klassisk,2020-09-05,KBP,109.8,0.0,170.0,0.0,170.0,100.1,Hugo  Lager,Föreningen Pure Power,Västra Götaland SDF,M,2020.0,120,False
Junior SM Klassisk Styrkelyft,2020-02-14,KSL,101.61,235.0,155.0,245.0,635.0,384.05,Hugo  Lager,Föreningen Pure Power,Västra Götaland SDF,M,2020.0,105,True
Ungdomsserie herr KL SL,2019-11-13,KSL,102.2,230.0,162.5,240.0,632.5,381.69,Hugo  Lager,Föreningen Pure Power,Västra Götaland SDF,M,2019.0,105,False
Allsvenskan herr KL BP,2019-09-15,KBP,101.9,0.0,160.0,0.0,160.0,96.66,Hugo  Lager,Föreningen Pure Power,Västra Götaland SDF,M,2019.0,105,False
Ungdomsserie herr KL SL,2019-05-05,KSL,98.65,205.0,145.0,240.0,590.0,361.06,Hugo  Lager,Föreningen Pure Power,Västra Götaland SDF,M,2019.0,105,False
Enbart ranking dam SL klassisk,2021-10-11,KSL,52.9,100.0,67.5,115.0,282.5,347.52,Nelly Nylen,Södertälje AK,Östra Svealands SDF,F,2021.0,57,False
Enbart ranking dam SL klassisk,2021-09-18,KSL,53.4,100.0,65.0,110.0,275.0,335.83,Nelly Nylen,Södertälje AK,Östra Svealands SDF,F,2021.0,57,False
Enbart ranking dam SL klassisk,2020-02-19,KSL,54.1,95.0,60.0,110.0,265.0,320.34,Nelly Nylen,Södertälje AK,Östra Svealands SDF,F,2020.0,57,False
Allsvenskan dam KL SL,2019-11-17,KSL,51.06,90.0,60.0,100.0,250.0,316.07,Nelly Nylen,Södertälje AK,Östra Svealands SDF,F,2019.0,52,False
Allsvenskan dam KL BP,2019-09-14,KBP,50.85,0.0,50.0,0.0,50.0,63.41,Nelly Nylen,Södertälje AK,Östra Svealands SDF,F,2019.0,52,False
Allsvenskan dam KL SL,2019-05-12,KSL,50.27,80.0,42.5,80.0,202.5,259.08,Nelly Nylen,Södertälje AK,Östra Svealands SDF,F,2019.0,52,False
Junior SM Klassisk Styrkelyft,2020-02-14,KSL,94.75,135.0,75.0,135.0,345.0,292.28,Aikaterini Manousidou,Västerås Kraftsportsklubb,Västra Svealands SDF,F,2020.0,85,True
DM Styrkelyft Klassiskt VSSF,2019-11-09,KSL,92.95,132.5,75.0,135.0,342.5,292.19,Aikaterini Manousidou,Västerås Kraftsportsklubb,Västra Svealands SDF,F,2019.0,85,False
Enbart ranking dam KL BP,2019-09-17,KBP,94.64,0.0,25.0,0.0,25.0,21.19,Aikaterini Manousidou,Västerås Kraftsportsklubb,Västra Svealands SDF,F,2019.0,85,False
Enbart ranking dam KL SL,2019-05-16,KSL,94.25,120.0,65.0,130.0,315.0,267.37,Aikaterini Manousidou,Västerås Kraftsportsklubb,Västra Svealands SDF,F,2019.0,85,False
Enbart ranking dam SL klassisk,2021-10-12,KSL,139.41,152.5,75.0,175.0,402.5,313.24,Felicia Setthammar,Nora AK,Västra Svealands SDF,F,2021.0,85,False
Junior SM Klassisk Styrkelyft,2020-02-14,KSL,129.74,127.5,67.5,152.5,347.5,274.05,Felicia Setthammar,Nora AK,Västra Svealands SDF,F,2020.0,85,True
DM Styrkelyft Klassiskt VSSF,2019-11-09,KSL,130.05,122.5,65.0,142.5,330.0,260.13,Felicia Setthammar,Nora AK,Västra Svealands SDF,F,2019.0,85,False
Enbart ranking dam KL SL,2019-05-16,KSL,132.72,110.0,62.5,140.0,312.5,245.42,Felicia Setthammar,Nora AK,Västra Svealands SDF,F,2019.0,85,False
Div 5 herr KL SL,2019-05-16,KSL,89.7,135.0,100.0,190.0,425.0,271.78,Isak Berglind,Västerås Kraftsportsklubb,Västra Svealands SDF,M,2019.0,93,False
Veteranserien herr KL SL,2019-09-17,KSL,81.78,142.5,105.0,215.0,462.5,311.47,Fredric Folkjern,Västerås Kraftsportsklubb,Västra Svealands SDF,M,2019.0,83,False
Div 5 herr KL SL,2019-05-16,KSL,81.35,145.0,105.0,210.0,460.0,310.79,Fredric Folkjern,Västerås Kraftsportsklubb,Västra Svealands SDF,M,2019.0,83,False
DM Styrkelyft Klassiskt VSSF,2019-11-09,KSL,71.7,187.5,105.0,222.5,515.0,379.03,Amanj Amin,Hallstahammars Kraftsports Klubb,Västra Svealands SDF,M,2019.0,74,False
Enbart ranking herr KL SL,2019-10-16,KSL,72.3,195.0,100.0,220.0,515.0,376.71,Amanj Amin,Hallstahammars Kraftsports Klubb,Västra Svealands SDF,M,2019.0,74,False
Enbart ranking herr SL klassisk,2020-02-01,KSL,111.8,250.0,152.5,275.0,677.5,396.77,Alexander Lindgren,Hallstahammars Kraftsports Klubb,Västra Svealands SDF,M,2020.0,120,False
Junior SM Klassisk Bänkpress,2020-02-14,KBP,65.43,0.0,120.0,0.0,120.0,94.9,Ole Schliebener,Kalmar AK,Sydöstra SDF,M,2020.0,66,True
Allsvenskan herr BP klassisk,2020-01-18,KBP,64.9,0.0,110.0,0.0,110.0,87.58,Ole Schliebener,Kalmar AK,Sydöstra SDF,M,2020.0,66,False
Allsvenskan herr KL BP,2019-11-09,KBP,66.0,0.0,115.0,0.0,115.0,90.3,Ole Schliebener,Kalmar AK,Sydöstra SDF,M,2019.0,74,False
Allsvenskan herr KL BP,2019-09-14,KBP,64.65,0.0,105.0,0.0,105.0,83.88,Ole Schliebener,Kalmar AK,Sydöstra SDF,M,2019.0,66,False
Allsvenskan herr KL BP,2019-05-04,KBP,68.1,0.0,110.0,0.0,110.0,84.22,Ole Schliebener,Kalmar AK,Sydöstra SDF,M,2019.0,74,False
Elitserien dam KL BP,2019-05-11,KBP,59.5,0.0,45.0,0.0,45.0,50.5,Karoline Lindeberg,Karlstads AK,Västra Svealands SDF,F,2019.0,63,False
Allsvenskan herr KL SL,2019-05-11,KSL,99.8,150.0,117.5,155.0,422.5,257.34,Stein-Roger Nermo,Karlstads AK,Västra Svealands SDF,M,2019.0,105,False
Elitserien herr SL klassisk,2020-02-02,KSL,101.8,150.0,125.0,135.0,410.0,247.79,Loa Andersson,Jönköping SK,Sydöstra SDF,M,2020.0,105,False
Elitserien herr KL BP,2019-05-05,KBP,113.0,0.0,125.0,0.0,125.0,72.98,Loa Andersson,Jönköping SK,Sydöstra SDF,M,2019.0,120,False
Enbart ranking Herr BP klassisk,2022-05-15,KBP,144.6,0.0,170.0,0.0,170.0,94.55,Olle Andersson,Borlänge AK,Södra Norrlands SDF,M,2022.0,121,False
Enbart ranking Herr SL klassisk,2022-03-12,KSL,148.3,242.5,157.5,270.0,670.0,371.3,Olle Andersson,Borlänge AK,Södra Norrlands SDF,M,2022.0,121,False
Enbart ranking herr SL klassisk,2021-12-02,KSL,143.6,237.5,137.5,252.5,627.5,349.35,Olle Andersson,Borlänge AK,Södra Norrlands SDF,M,2021.0,121,False
Enbart ranking herr SL klassisk,2021-10-23,KSL,142.3,260.0,147.5,262.5,670.0,373.5,Olle Andersson,Borlänge AK,Södra Norrlands SDF,M,2021.0,121,False
DM Klassisk Styrkelyft SNSF,2019-09-14,KSL,127.2,252.5,120.0,260.0,632.5,359.19,Olle Andersson,Borlänge AK,Södra Norrlands SDF,M,2019.0,121,False
Allsvenskan herr KL SL,2019-09-16,KSL,61.6,97.5,50.0,115.0,262.5,286.78,Pernilla Lindström,Nässjö AMK,Sydöstra SDF,M,2019.0,66,False
Juniorserie herr KL SL,2019-05-04,KSL,67.3,82.5,42.5,105.0,230.0,235.24,Pernilla Lindström,Nässjö AMK,Sydöstra SDF,M,2019.0,74,False
Elitserien dam KL SL,2019-05-04,KSL,70.4,102.5,50.0,115.0,267.5,265.08,Gresa Hoxha,Upsala TK,Östra Svealands SDF,F,2019.0,76,False
Div 2 herr KL BP,2019-09-15,KBP,79.65,0.0,122.5,0.0,122.5,83.86,Albin Tillbom,Hallsbergs AK,Västra Svealands SDF,M,2019.0,83,False
Div 2 herr KL BP,2019-05-04,KBP,77.1,0.0,105.0,0.0,105.0,73.42,Albin Tillbom,Hallsbergs AK,Västra Svealands SDF,M,2019.0,83,False
Enbart ranking herr KL BP,2019-05-11,KBP,96.5,0.0,145.0,0.0,145.0,89.57,Aras Kader,Kristinehamns Atlet och BK,Västra Svealands SDF,M,2019.0,105,False
Div 4 herr SL klassisk,2020-09-05,KSL,91.4,190.0,110.0,245.0,545.0,345.25,Albin Thörn,Kristinehamns Atlet och BK,Västra Svealands SDF,M,2020.0,93,False
Div 5 herr KL SL,2019-05-11,KSL,90.9,180.0,100.0,232.5,512.5,325.54,Albin Thörn,Kristinehamns Atlet och BK,Västra Svealands SDF,M,2019.0,93,False
Div 3 dam SL klassisk,2020-02-01,KSL,61.9,110.0,60.0,130.0,300.0,326.53,Helena  Johansson,Hallsbergs AK,Västra Svealands SDF,F,2020.0,63,False
Enbart ranking dam KL SL,2019-05-12,KSL,59.94,107.5,70.0,130.0,307.5,343.09,Helena  Johansson,Hallsbergs AK,Västra Svealands SDF,F,2019.0,63,False
Div 5 herr SL klassisk,2020-09-20,KSL,129.06,252.5,172.5,230.0,655.0,370.95,Emil Lindh,Göteborgs SK,Västra Götaland SDF,M,2020.0,121,False
Div 5 herr KL SL,2019-11-11,KSL,125.2,255.0,155.0,245.0,655.0,373.13,Emil Lindh,Göteborgs SK,Västra Götaland SDF,M,2019.0,121,False
Div 5 herr KL SL,2019-09-15,KSL,120.5,230.0,150.0,225.0,605.0,347.49,Emil Lindh,Göteborgs SK,Västra Götaland SDF,M,2019.0,121,False
Div 5 herr KL SL,2019-05-07,KSL,121.8,255.0,150.0,225.0,630.0,360.98,Emil Lindh,Göteborgs SK,Västra Götaland SDF,M,2019.0,121,False
U/J SM Styrkelyft klassisk,2022-05-05,KSL,82.25,240.0,155.0,265.0,660.0,442.94,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2022.0,83,True
Enbart ranking Herr SL klassisk,2022-02-12,KSL,85.4,237.5,155.0,260.0,652.5,428.43,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2022.0,93,False
SM Junior & Ungdom Styrkelyft klassisk,2021-11-18,KSL,82.4,242.5,147.5,270.0,660.0,442.46,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2021.0,83,True
Enbart ranking herr SL klassisk,2021-09-04,KSL,81.85,235.0,142.5,245.0,622.5,419.01,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2021.0,83,False
Ungdoms SM Klassisk Bänkpress,2020-02-14,KBP,71.74,0.0,117.5,0.0,117.5,86.44,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2020.0,74,True
Div 3 herr SL klassisk,2020-01-18,KSL,74.25,187.5,125.0,220.0,532.5,382.12,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2020.0,83,False
Div 5 herr KL SL,2019-11-17,KSL,72.65,177.5,120.0,202.5,500.0,364.45,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2019.0,74,False
Div 5 herr KL SL,2019-09-14,KSL,71.8,165.0,107.5,185.0,457.5,336.36,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2019.0,74,False
DM Klassisk Bänkpress VGSF,2019-09-07,KBP,71.8,0.0,110.0,0.0,110.0,80.87,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2019.0,74,False
Div 5 herr KL SL,2019-05-11,KSL,72.55,155.0,105.0,190.0,450.0,328.33,Jacob Nilsson,Falkenbergs KSK,Västra Götaland SDF,M,2019.0,74,False
Div 2 herr KL SL,2019-09-08,KSL,95.65,185.0,132.5,220.0,537.5,333.32,Mattias Hökenström,Nynäshamns AK,Östra Svealands SDF,M,2019.0,105,False
Div 2 herr KL SL,2019-05-12,KSL,94.75,180.0,130.0,215.0,525.0,326.96,Mattias Hökenström,Nynäshamns AK,Östra Svealands SDF,M,2019.0,105,False
Div 5 herr KL SL,2019-05-11,KSL,66.8,145.0,75.0,145.0,365.0,283.79,Emanuel Sandlund,Falkenbergs KSK,Västra Götaland SDF,M,2019.0,74,False
Ungdoms SM Klassisk Styrkelyft,2020-02-14,KSL,74.73,110.0,60.0,120.0,290.0,276.31,Saga Pettersson,Sundsvalls AK,Mellersta Norrlands SDF,F,2020.0,76,True
Elitserien dam SL klassisk,2020-01-17,KSL,75.28,92.5,55.0,122.5,270.0,256.08,Saga Pettersson,Sundsvalls AK,Mellersta Norrlands SDF,F,2020.0,76,False
DM Klassisk Styrkelyft MNSF,2019-11-09,KSL,74.5,90.0,57.5,130.0,277.5,264.92,Saga Pettersson,Sundsvalls AK,Mellersta Norrlands SDF,F,2019.0,76,False
Elitserien dam KL SL,2019-09-06,KSL,73.94,80.0,52.5,120.0,252.5,242.21,Saga Pettersson,Sundsvalls AK,Mellersta Norrlands SDF,F,2019.0,76,False
Elitserien dam KL SL,2019-05-10,KSL,73.44,55.0,52.5,100.0,207.5,199.91,Saga Pettersson,Sundsvalls AK,Mellersta Norrlands SDF,F,2019.0,76,False
Allsvenskan dam KL SL,2019-11-11,KSL,61.1,115.0,57.5,117.5,290.0,318.81,Tilda Larsson,Jönköping SK,Sydöstra SDF,F,2019.0,63,False
Allsvenskan dam KL SL,2019-05-12,KSL,62.95,110.0,55.0,107.5,272.5,292.83,Tilda Larsson,Jönköping SK,Sydöstra SDF,F,2019.0,63,False
Elitserien dam KL SL,2019-05-13,KSL,68.43,80.0,52.5,95.0,227.5,229.94,Hedig Wannhagen,Örebro KK,Västra Svealands SDF,F,2019.0,69,False
Junior SM Klassisk Bänkpress,2020-02-14,KBP,96.31,0.0,202.5,0.0,202.5,125.2,Andreas Eklöf,Örebro KK,Västra Svealands SDF,M,2020.0,105,True
Elitserien herr BP klassisk,2020-01-27,KBP,97.1,0.0,205.0,0.0,205.0,126.29,Andreas Eklöf,Örebro KK,Västra Svealands SDF,M,2020.0,105,False
Lag SM Klassisk Bänkpress,2019-12-14,KBP,94.65,0.0,192.5,0.0,192.5,119.94,Andreas Eklöf,Örebro KK,Västra Svealands SDF,M,2019.0,105,True
Elitserien herr KL BP,2019-09-15,KBP,98.2,0.0,190.0,0.0,190.0,116.49,Andreas Eklöf,Örebro KK,Västra Svealands SDF,M,2019.0,105,False
SM Klassisk Bänkpress,2019-06-30,KBP,99.05,0.0,195.0,0.0,195.0,119.13,Andreas Eklöf,Örebro KK,Västra Svealands SDF,M,2019.0,105,True
Elitserien herr KL BP,2019-05-13,KBP,100.6,0.0,190.0,0.0,190.0,115.36,Andreas Eklöf,Örebro KK,Västra Svealands SDF,M,2019.0,105,False
Elitserien dam KL SL,2019-11-17,KSL,46.1,102.5,60.0,125.0,287.5,392.04,Carola Åkermark,Göteborgs KK,Västra Götaland SDF,F,2019.0,47,False
Elitserien dam KL SL,2019-09-14,KSL,48.6,105.0,60.0,115.0,280.0,367.45,Carola Åkermark,Göteborgs KK,Västra Götaland SDF,F,2019.0,52,False
DM Klassisk Styrkelyft SSSF,2019-11-16,KSL,69.45,110.0,70.0,125.0,305.0,305.09,Sara Eliasson,Kristianstads AK,Sydsvenska SDF,M,2019.0,74,False
Enbart ranking Herr SL klassisk,2022-02-21,KSL,73.3,137.5,95.0,180.0,412.5,298.74,Hector Hernqvist,Malmö Kraftsportklubb,Sydsvenska SDF,M,2022.0,74,False
Div 5 herr KL SL,2019-09-14,KSL,73.7,120.0,95.0,165.0,380.0,274.13,Hector Hernqvist,Malmö Kraftsportklubb,Sydsvenska SDF,M,2019.0,74,False
Div 2 dam KL SL,2019-09-14,KSL,60.8,92.5,50.0,107.5,250.0,275.88,Caroline Janzén,Malmö Kraftsportklubb,Sydsvenska SDF,F,2019.0,63,False
Div 5 herr KL SL,2019-09-09,KSL,77.8,142.5,100.0,147.5,390.0,271.08,Max Andersson,Visby Styrkeklubb,Sydöstra SDF,M,2019.0,83,False
Enbart ranking dam SL klassisk,2021-10-24,KSL,64.9,145.0,72.5,150.0,367.5,385.99,Tove Karlsson,Become an Athlete Styrkesällskap,Östra Svealands SDF,F,2021.0,69,False
DM Klassisk Styrkelyft ÖSSF,2019-11-16,KSL,64.09,132.5,62.5,155.0,350.0,371.06,Tove Karlsson,Become an Athlete Styrkesällskap,Östra Svealands SDF,F,2019.0,69,False
Enbart ranking dam KL SL,2019-09-24,KSL,62.55,130.0,62.5,152.5,345.0,372.54,Tove Karlsson,Become an Athlete Styrkesällskap,Östra Svealands SDF,F,2019.0,63,False
DM Klassisk Styrkelyft SSSF,2019-11-16,KSL,68.7,112.5,50.0,115.0,277.5,279.7,Linn  Ringsten Frank,Formtoppen Atletklubb,Sydsvenska SDF,M,2019.0,74,False
Elitserien Herr BP klassisk,2022-05-14,KBP,116.25,0.0,165.0,0.0,165.0,95.6,Didrik Johansson,Borlänge AK,Södra Norrlands SDF,M,2022.0,120,False
Junior SM Klassisk Bänkpress,2020-02-14,KBP,116.53,0.0,157.5,0.0,157.5,91.2,Didrik Johansson,Borlänge AK,Södra Norrlands SDF,M,2020.0,120,True
Allsvenskan herr KL BP,2019-11-16,KBP,117.5,0.0,157.5,0.0,157.5,91.01,Didrik Johansson,Borlänge AK,Södra Norrlands SDF,M,2019.0,120,False
DM Klassisk Bänkpress SNSF,2019-09-07,KBP,114.8,0.0,157.5,0.0,157.5,91.56,Didrik Johansson,Borlänge AK,Södra Norrlands SDF,M,2019.0,120,False
Allsvenskan dam SL klassisk,2020-09-12,KSL,69.7,122.5,60.0,142.5,325.0,324.29,Mathilda Hansson,Västerviks AK,Sydöstra SDF,F,2020.0,76,False
Allsvenskan dam SL klassisk,2020-01-18,KSL,71.5,130.0,60.0,150.0,340.0,333.4,Mathilda Hansson,Västerviks AK,Sydöstra SDF,F,2020.0,76,False
Div 1 dam KL SL,2019-11-09,KSL,70.9,115.0,60.0,135.0,310.0,305.72,Mathilda Hansson,Västerviks AK,Sydöstra SDF,F,2019.0,76,False
Div 1 dam KL SL,2019-09-14,KSL,70.8,107.5,50.0,125.0,282.5,278.87,Mathilda Hansson,Västerviks AK,Sydöstra SDF,F,2019.0,76,False
Ungdoms SM Klassisk Styrkelyft,2020-02-14,KSL,81.39,185.0,130.0,242.5,557.5,376.55,Emil Sjöblom,Fyshuset Sportklubb Gefle,Södra Norrlands SDF,M,2020.0,83,True
Enbart ranking herr KL SL,2019-11-19,KSL,84.25,180.0,130.0,230.0,540.0,357.31,Emil Sjöblom,Fyshuset Sportklubb Gefle,Södra Norrlands SDF,M,2019.0,93,False
DM Klassisk Styrkelyft SNSF,2019-09-14,KSL,81.2,175.0,120.0,240.5,535.5,362.21,Emil Sjöblom,Fyshuset Sportklubb Gefle,Södra Norrlands SDF,M,2019.0,83,False
Div 3 dam SL klassisk,2020-09-12,KSL,86.4,125.0,65.0,130.0,320.0,281.51,Malin Berntzen,Karlstads AK,Västra Svealands SDF,F,2020.0,85,False
Div 3 dam SL klassisk,2020-01-26,KSL,83.3,120.0,60.0,142.5,322.5,288.8,Malin Berntzen,Karlstads AK,Västra Svealands SDF,F,2020.0,84,False
Div 5 herr KL SL,2019-11-11,KSL,81.4,115.0,55.0,132.5,302.5,274.18,Malin Berntzen,Karlstads AK,Västra Svealands SDF,F,2019.0,84,False
Juniorserien herr SL klassisk,2020-01-28,KSL,85.12,170.0,100.0,202.5,472.5,310.82,Filip Trujic,Kungälvs Atletklubb,Västra Götaland SDF,M,2020.0,93,False
Div 5 herr KL SL,2019-11-20,KSL,87.05,165.0,100.0,205.0,470.0,305.35,Filip Trujic,Kungälvs Atletklubb,Västra Götaland SDF,M,2019.0,93,False
Div 5 herr KL SL,2019-09-11,KSL,87.1,165.0,100.0,200.0,465.0,302.01,Filip Trujic,Kungälvs Atletklubb,Västra Götaland SDF,M,2019.0,93,False
Enbart ranking Dam SL klassisk,2022-02-13,KSL,76.2,132.5,67.5,150.0,350.0,329.48,Josefina Gordon,Göteborgs SK,Västra Götaland SDF,F,2022.0,84,False
DM Styrkelyft klassisk VGSF,2021-10-22,KSL,75.5,122.5,62.5,140.0,325.0,307.68,Josefina Gordon,Göteborgs SK,Västra Götaland SDF,F,2021.0,76,False
Div 3 dam SL klassisk,2020-09-20,KSL,75.26,130.0,57.5,145.0,332.5,315.41,Josefina Gordon,Göteborgs SK,Västra Götaland SDF,F,2020.0,76,False
Div 3 dam SL klassisk,2020-01-26,KSL,77.12,117.5,50.0,135.0,302.5,282.71,Josefina Gordon,Göteborgs SK,Västra Götaland SDF,F,2020.0,84,False
